"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006259","BP","GO:0006259","DNA metabolic process",274,0.234033566295593,2.22303401191703,1.57417408679028e-07,0.000102049412844559,9.63484924316805e-05,1534,"tags=69%, list=50%, signal=38%","HPF1/GEN1/UBE2W/POT1/ZMPSTE24/CCNE2/BRCA2/DBF4/POLE2/BRCC3/NABP1/C14orf39/PPP4R2/NBN/ATAD5/RIF1/PCLAF/METTL4/AUNIP/PARPBP/SMARCE1/CDK1/RAG2/DNA2/RNF138/PRIM1/USP37/YEATS4/NEK7/USP45/SUB1/ING3/UBE2B/UBE2V1/PRIM2/PMS1/FANCM/RECQL/ORC5/GTF2H3/UCHL5/ORC4/BRIP1/TDG/N4BP2/NOC3L/CCDC88A/EPC2/DEK/RAD17/MBTD1/SLF1/THOC1/SMC5/RRM2B/MMS22L/SMARCAD1/TIGAR/RRM2/ABRAXAS1/LIG4/DHX36/RAD51AP1/CDC5L/REV3L/ORC2/SMCHD1/FANCL/UBE2V2/SUMO1/ARID4A/HMGB1/MRE11/SIRT1/USP44/HELLS/SMC3/DICER1/ASF1A/ESCO2/POLK/ATRX/CCDC117/UFL1/TOP2A/ACTR2/USP1/NUCKS1/DSCC1/XRN1/PDS5B/CDC7/SMC6/ZGRF1/INO80D/NIPBL/SWAP70/CENPF/FAM111B/PSMD14/TOPBP1/MAP2K4/ATXN3/CHEK1/SETX/RMI1/RFC1/PPP2CA/DCP2/TDP2/PPP4R3B/NEIL3/DHX9/CLSPN/GTF2H1/SLF2/BARD1/MBD2/ORC3/ESCO1/XRCC5/TAOK1/BLM/NPM1/USP47/SHPRH/HMGB3/TDP1/KPNA1/ATR/CCNA2/BOD1L1/WRN/HSP90AA1/SUPT20H/RBBP8/SSBP1/BAZ1A/DDX1/CEBPG/HNRNPD/EXO1/PSME4/PHF10/RFC3/PTPRC/POLD3/SMARCA5/RBMS1/ACTL6A/WAPL/BACH1/MCM8/EZH2/GTPBP4/HNRNPA2B1/UBE2D3/CDC6/TET1/ASCC3/RRM1/FANCI/EMSY/UBR2/BRD7/ATM/TBRG1/PTGES3/TOP2B/NAP1L1/WDHD1/UBE2N/RBBP4/UBE2A/MLH1/TOP1/SETD2/BRCA1/PDS5A/GNL3/USP9X/DTL/RAD18/PBRM1/RAD21/FAM111A/TTF2/NASP/ZFYVE26/KPNA2"
"GO:0005886","CC","GO:0005886","plasma membrane",660,-0.217359402864963,-1.95326822494142,2.34555430758411e-07,0.000139384564728186,0.00013159794167814,946,"tags=39%, list=31%, signal=34%","RCCD1/GRK6/GPI/SLC1A4/CD37/RASGRP2/AP2S1/HSPB1/LIMD2/DNM1/RHOF/SLC19A1/FASN/SIPA1L3/GAA/SLC39A3/SNAP47/GPSM1/CAPN1/FZD1/GNAO1/GRK2/MYO1G/PIEZO1/LRFN1/NEURL1/PLA2G6/SPTBN2/SLC41A3/RNF5/PACSIN3/KCNAB2/ITGA5/RARA/PTPRU/LAMTOR2/TMEM219/KCNQ3/BCR/PLXNA1/ABCG1/SPPL2B/COMT/LAT/ENO1/KCNA3/MAP2K2/SIT1/LPAR5/MTCL1/FMNL1/IRS1/ADGRB2/ITGB2/PKN1/PTPRN2/TRBC1/RELL2/RHOG/RASL10B/SAPCD2/GMIP/GGT7/RAB11FIP3/MICAL1/TM7SF2/CANT1/CCDC124/PSD4/CYBA/GRN/PLXND1/DVL1/CHMP1A/SLCO4A1/NRN1/NDRG1/IGSF8/PKD1/TP53I13/NOTCH3/SDF4/SLC23A1/MAPK3/CACNA1H/AMN/SCART1/BORCS5/PLXNB1/ARHGAP45/HLA-B/ANO9/ABCA7/DCXR/SCRIB/ARRDC1/GRAMD1A/NLGN2/SLC12A4/SPNS2/SLC9A3/LLGL1/OBSCN/TRAC/RNH1/LRFN4/DMPK/EMP3/PLEC/DGAT1/IL16/HYAL2/ARL2/ADGRA2/PTPRS/TMEM147/GSDMD/LRRC8A/LRP5/TMEM132A/HS6ST1/ATP8B3/SIPA1/PTOV1/VANGL2/ICAM5/NOTCH1/GPR157/TTYH3/SLC16A13/RTN4R/CDH24/ABHD17A/GUCY2D/SLC2A6/ARAP1/HLA-C/SHANK3/TOM1/ZAP70/TSPAN4/CD72/TMC6/PRKAR1B/LY6E/PLCD3/MFSD10/ICAM3/CD151/NDUFS7/FZD5/ORAI1/KCNH2/SLC2A1/MIB2/LRP1/NECTIN1/SH2D3C/TTC7A/CD320/PHPT1/SLC27A5/RTN4RL1/CORO1B/SLC22A18/NOS3/SPHK1/GNA15/PTP4A3/FZD2/NKD2/WNK2/GNA11/RILPL1/PHLDA3/MAL/KCNJ11/CROCC/OCEL1/FCGRT/SPTB/JAM3/BLVRB/TRBV7-2/RGMA/IGSF9B/CPNE7/RTN4RL2/ITGB7/CERCAM/TMEM120A/ANO8/PTPRF/SHB/FES/DDN/CD7/PNPLA2/LIPE/SLC22A17/FSCN1/CST3/SYNGR1/HOMER3/MICALL2/SH2B2/ITGB4/LLGL2/CKB/SLC29A4/GRID1/MIF/NPDC1/TSPAN9/STK16/PIK3R6/CACNA1I/CEBPE/ENO3/CCDC78/VSIR/FGFR3/TPO/IFITM3/PRR7/SMPD3/NSMF/RASAL1/TRAF1/AJM1/TGFBR3L/FGD5/ABCA2/SLC27A1/PDXP/HCN2/PLXNB3/HSPG2/F12/PLCD1/ADGRG1/RGS6/COL6A2/SDCBP2/IGFBP2/SLC6A8/KCNJ4/ABCA3/LSP1/STC1/MMP25/SLC16A3/DUOX1/SMPD1/SDK2/GPR146/TRPM5/NECTIN2"
"GO:0044772","BP","GO:0044772","mitotic cell cycle phase transition",136,0.301979845663985,2.47652834898489,3.77279043785891e-07,0.00019252996741969,0.000181774412921542,1526,"tags=74%, list=49%, signal=39%","GEN1/CENPE/CCNE2/DBF4/BRCC3/NABP1/MBTPS2/MTBP/NBN/ATAD5/CDK6/SMARCE1/CDK1/TTK/SASS6/PKIA/USP37/RIOK2/PLRG1/DLGAP5/CCNH/KNL1/MASTL/NUF2/PPP6C/ANAPC4/CDC73/RAD17/SMC5/NDC80/RRM2B/EIF4E/RRM2/ABRAXAS1/BCAT1/ARPP19/KIF14/MRE11/USP44/CDKN3/MDM2/LATS1/NPAT/ZW10/CDC7/PKD2/CENPF/CUL2/STIL/CDC27/TOPBP1/CHEK1/BUB1B/ANXA1/PIAS1/PPP2CA/RDX/RB1/CLSPN/CUL5/ZWILCH/BARD1/RAB11A/MAP3K20/MELK/TAOK1/ITGB1/BLM/APPL1/USP47/ZNF207/CCNA2/ZNF655/ANLN/RBBP8/RPS6KB1/PHF10/CLASP2/ACTL6A/BACH1/EZH2/BUB1/CDC6/ADAM17/RRM1/DLG1/BRD7/VPS4B/ATM/DDX3X/TPR/NAE1/UBE2A/CACUL1/RBL2/BRCA1/PTEN/DTL/PBRM1/RAD21/TMOD3"
"GO:0000278","BP","GO:0000278","mitotic cell cycle",255,0.231591052277782,2.18970529693791,3.77986193223343e-07,0.00019252996741969,0.000181774412921542,1420,"tags=62%, list=46%, signal=37%","GEN1/CENPE/REEP3/ZMPSTE24/CCNE2/BRCA2/DBF4/KIF20B/BRCC3/RNF2/NABP1/MZT1/MBTPS2/MTBP/NBN/KIF18A/ATAD5/CDK6/SMARCE1/CDK1/DNA2/TTK/SASS6/PKIA/USP37/YEATS4/YTHDC2/NEK7/RIOK2/PLRG1/DLGAP5/ECT2/CCNH/CKAP2/KNL1/STAG2/MASTL/NUF2/PPP6C/MIS12/SKA1/ANAPC4/CDC73/CENPC/NEDD1/CHMP2B/PHIP/RAD17/CEP97/SMC5/NDC80/RRM2B/EIF4E/BTG3/RRM2/SMC2/MITD1/ABRAXAS1/BCAT1/FZD3/ARPP19/KIF14/MRE11/PKN2/SIRT1/USP44/EXOC5/SMC3/LIPA/MCPH1/CDKN3/CEP192/CENPI/MDM2/UBXN2B/LATS1/NPAT/STAG1/ZW10/CDC7/PBK/NIPBL/PKD2/CENPF/CUL2/SMC4/STIL/CDC27/CHAMP1/TOPBP1/CHEK1/TUBE1/INTS13/BUB1B/ANXA1/PIAS1/PPP2CA/RDX/KIF11/SKA2/EML4/RB1/CLSPN/CUL5/CDC42/ZWILCH/BARD1/RAB11A/MAP3K20/NUSAP1/VRK1/MELK/TAOK1/ITGB1/BLM/ROCK2/APPL1/USP47/SKA3/ZNF207/KIF4A/CCNA2/ZNF655/NCAPG/ANLN/RBBP8/KIF15/AZI2/RPS6KB1/PHF10/BROX/KIF23/CLASP2/SMARCA5/ACTL6A/TUBGCP5/SDCBP/WAPL/NCAPH/BACH1/EZH2/BUB1/ATF2/CEP55/CDC6/PPP1R12A/ADAM17/TACC1/RRM1/PTPN11/DLG1/MAPRE1/BRD7/VPS4B/ATM/ROCK1/DDX3X/TPR/WDHD1"
"GO:0006310","BP","GO:0006310","DNA recombination",82,0.373975972750957,2.72630868889653,5.0779680340013e-07,0.000241406600336422,0.000227920586284016,1256,"tags=68%, list=41%, signal=42%","GEN1/BRCA2/NABP1/C14orf39/PPP4R2/NBN/ATAD5/RIF1/AUNIP/PARPBP/RAG2/RNF138/YEATS4/ING3/UBE2B/FANCM/RECQL/UCHL5/BRIP1/EPC2/MBTD1/SLF1/THOC1/SMC5/MMS22L/SMARCAD1/LIG4/RAD51AP1/REV3L/SMCHD1/HMGB1/MRE11/TOP2A/ACTR2/NUCKS1/CDC7/SMC6/INO80D/NIPBL/SWAP70/PSMD14/TOPBP1/CHEK1/SETX/RMI1/SLF2/BARD1/XRCC5/BLM/HMGB3/KPNA1/WRN/RBBP8/EXO1/PTPRC/ACTL6A"
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process",136,0.29578852455536,2.42575349608216,7.28909381466954e-07,0.000324865799952553,0.000306717394990963,1269,"tags=62%, list=41%, signal=38%","POT1/ZMPSTE24/DBF4/BRCC3/PPP4R2/NBN/ATAD5/RIF1/METTL4/AUNIP/PARPBP/SMARCE1/CDK1/DNA2/USP37/YEATS4/NEK7/SUB1/ING3/UBE2B/UBE2V1/PRIM2/ORC5/UCHL5/CCDC88A/EPC2/DEK/RAD17/MBTD1/SLF1/THOC1/SMC5/SMARCAD1/TIGAR/ABRAXAS1/DHX36/RAD51AP1/SMCHD1/UBE2V2/HMGB1/MRE11/SIRT1/SMC3/ESCO2/ATRX/CCDC117/ACTR2/USP1/NUCKS1/DSCC1/XRN1/CDC7/SMC6/INO80D/MAP2K4/CHEK1/PPP2CA/DCP2/PPP4R3B/DHX9/SLF2/BARD1/MBD2/ORC3/ESCO1/XRCC5/BLM/NPM1/KPNA1/ATR/CCNA2/WRN/HSP90AA1/SUPT20H/SSBP1/BAZ1A/CEBPG/HNRNPD/PHF10/RFC3/PTPRC/SMARCA5/ACTL6A/WAPL"
"GO:0006281","BP","GO:0006281","DNA repair",181,0.263348587736258,2.3199597891152,8.52707769318188e-07,0.000357685829588706,0.000337703956195612,1531,"tags=72%, list=50%, signal=39%","HPF1/GEN1/UBE2W/POT1/ZMPSTE24/BRCA2/POLE2/BRCC3/NABP1/C14orf39/PPP4R2/NBN/RIF1/PCLAF/AUNIP/PARPBP/SMARCE1/CDK1/DNA2/RNF138/YEATS4/USP45/ING3/UBE2B/UBE2V1/PMS1/FANCM/RECQL/GTF2H3/UCHL5/BRIP1/TDG/EPC2/DEK/RAD17/MBTD1/SLF1/SMC5/RRM2B/MMS22L/SMARCAD1/TIGAR/ABRAXAS1/LIG4/RAD51AP1/CDC5L/REV3L/SMCHD1/FANCL/UBE2V2/SUMO1/HMGB1/MRE11/SIRT1/USP44/SMC3/ASF1A/ESCO2/POLK/ATRX/CCDC117/UFL1/ACTR2/USP1/NUCKS1/PDS5B/CDC7/SMC6/ZGRF1/INO80D/NIPBL/PSMD14/TOPBP1/ATXN3/CHEK1/SETX/RMI1/RFC1/TDP2/PPP4R3B/NEIL3/DHX9/CLSPN/GTF2H1/SLF2/BARD1/XRCC5/TAOK1/BLM/NPM1/USP47/SHPRH/TDP1/ATR/BOD1L1/WRN/SUPT20H/RBBP8/DDX1/CEBPG/EXO1/PSME4/PHF10/RFC3/POLD3/SMARCA5/ACTL6A/BACH1/MCM8/UBE2D3/ASCC3/RRM1/FANCI/EMSY/BRD7/ATM/TOP2B/WDHD1/UBE2N/UBE2A/MLH1/SETD2/BRCA1/PDS5A/DTL/RAD18/PBRM1/RAD21/FAM111A/TTF2/ZFYVE26"
"GO:0098813","BP","GO:0098813","nuclear chromosome segregation",103,0.329809872447036,2.58400954321373,1.07061258256909e-06,0.000424141018127789,0.000400446671234615,1418,"tags=72%, list=46%, signal=40%","GEN1/CENPE/CCNE2/C14orf39/MZT1/KIF18A/SMARCE1/CDK1/TTK/RIOK2/UBE2B/DLGAP5/ECT2/SYCP2/KNL1/STAG2/NUF2/MIS12/ANAPC4/BRIP1/CENPC/CHMP2B/ASPM/CEP97/NDC80/SMC2/ABRAXAS1/NDC1/KIF14/MRE11/USP44/SMC3/TOP2A/CEP192/ACTR2/CENPI/LATS1/STAG1/ZW10/NIPBL/CENPF/SMC4/CDC27/CHAMP1/BUB1B/KIF11/EML4/RB1/CDC42/ZWILCH/RAB11A/MAP3K20/SGO1/NUSAP1/ZNF207/KIF4A/NCAPG/DCAF13/PHF10/KIF23/CLASP2/SMARCA5/ACTL6A/WAPL/NCAPH/ACTR3/BUB1/CDC6/MAPRE1/BRD7/VPS4B/ATM/TOP2B/TPR"
"GO:0006302","BP","GO:0006302","double-strand break repair",90,0.346004203053516,2.59836150456538,1.28026520324618e-06,0.000480503745492026,0.000453660733515931,1256,"tags=66%, list=41%, signal=40%","HPF1/GEN1/POT1/BRCA2/BRCC3/NABP1/C14orf39/PPP4R2/NBN/RIF1/AUNIP/PARPBP/SMARCE1/DNA2/RNF138/YEATS4/ING3/FANCM/RECQL/BRIP1/EPC2/DEK/MBTD1/SLF1/SMC5/MMS22L/SMARCAD1/ABRAXAS1/LIG4/RAD51AP1/REV3L/SMCHD1/UBE2V2/HMGB1/MRE11/SIRT1/ESCO2/ACTR2/NUCKS1/CDC7/SMC6/ZGRF1/NIPBL/PSMD14/CHEK1/SETX/RMI1/TDP2/PPP4R3B/SLF2/XRCC5/BLM/TDP1/ATR/WRN/RBBP8/DDX1/PHF10/ACTL6A"
"GO:0000793","CC","GO:0000793","condensed chromosome",90,0.344046315142699,2.58365850231043,1.48401409779346e-06,0.000529125226568257,0.000499566008920366,1516,"tags=79%, list=49%, signal=41%","GPATCH11/CENPE/BRCA2/C14orf39/MTBP/KIF18A/RIF1/SMARCE1/TTK/SGO2/SYCP2/KNL1/NUF2/MIS12/SKA1/CENPC/CHMP2B/SLF1/SMC5/NDC80/SMC2/LIG4/ORC2/SUGT1/HMGB1/AGO3/SMC3/PHF6/ATRX/TOP2A/CENPI/ZW10/SMC6/KIFAP3/ERCC6L/CENPF/SMC4/CHAMP1/TOPBP1/CHEK1/BUB1B/SKA2/CENPU/PPP1CC/SLF2/ZWILCH/SGO1/BLM/SKA3/XPO1/CBX3/ZNF207/NCAPG/PHF10/CLASP2/SMARCA5/ACTL6A/NCAPH/BUB1/AHCTF1/PPP1R12A/DYNC1LI2/BRD7/TPR/CBX5/LRPPRC/MLH1/NUP107/BRCA1/PBRM1/RAD21"
"GO:0051321","BP","GO:0051321","meiotic cell cycle",58,0.403025344585099,2.62299911345828,1.75614299844272e-06,0.000596335986756907,0.000563022086117275,954,"tags=59%, list=31%, signal=41%","CCNE2/BRCA2/C14orf39/NBN/KIF18A/TTK/YTHDC2/UBE2B/SGO2/SYCP2/FANCM/STAG2/MASTL/NUF2/OSGIN2/ANAPC4/ORC4/BRIP1/CENPC/ASPM/NDC80/SMC2/RAD51AP1/NDC1/MRE11/SMC3/ATRX/TOP2A/ACTR2/ZW10/SMC4/CDC27/RMI1/PPP2CA"
"GO:0006396","BP","GO:0006396","RNA processing",255,0.221300255092389,2.09240528087538,2.43759778831586e-06,0.000790114083112746,0.000745974902108528,1330,"tags=59%, list=43%, signal=37%","TSNAX/RBM27/ZMPSTE24/PPIL3/ZNF326/PUS7L/CWC22/PPP4R2/LARP7/PPIG/METTL4/FAM98B/UTP23/KRR1/MPHOSPH6/PTBP3/TRMT13/RIOK2/MPHOSPH10/SREK1/TRMT10C/PLRG1/UTP15/U2SURP/LSM5/SNRPB2/CDC73/SYNCRIP/DUS4L/HNRNPH2/RBM25/THOC1/DPH3/FRA10AC1/CLK4/PRPF40A/RBMXL1/TENT2/CDC40/ALKBH8/SCAF11/DHX36/DDX20/ZRANB2/CDC5L/SNRNP48/PPWD1/SRFBP1/TIA1/MAK16/AGO3/TRUB1/BRIX1/SREK1IP1/PTBP2/DDX21/RBM26/DICER1/TRNT1/RIOK3/NOL11/NCBP2/DDX10/WDR36/CSTF3/SSB/AQR/SRSF10/RBM3/PAXBP1/LSM8/PNPT1/ELP4/SRSF11/RBM4/RRP15/TUT4/GCFC2/DNTTIP2/THOC2/RPF2/PRPF4B/HNRNPA3/PNN/ZNHIT6/INTS6/SETX/INTS13/HNRNPH1/PPP2CA/THOC7/QKI/RPRD1A/RPF1/TGS1/DHX9/ERI1/BARD1/WDR75/PRPF38B/LUC7L3/EXOSC9/CPSF2/SMAD2/ZNHIT3/CNOT6L/ZC3H13/TYW3/UTP6/NPM1/UTP20/SLTM/PAPOLA/TARDBP/UTP11/DDX52/THUMPD1/DIS3/MTREX/NUDT21/METTL14/SUPT20H/CSTF2T/DDX18/DDX1/PRPF38A/HNRNPD/MBNL3/XRN2/DCAF13/REST/CCNL1/SNRPD1/TRA2B/RBMS1/TSEN15/ZCCHC8/NOP58/HNRNPR/PWP1/SRSF3/NCBP1/HNRNPH3/RBMX/GTPBP4/HNRNPA2B1/YTHDC1/PIK3R1/SLU7/MTPAP"
"GO:1903047","BP","GO:1903047","mitotic cell cycle process",220,0.234224961203128,2.15422344335151,3.13186965075498e-06,0.000971015759979728,0.000916770630948688,1539,"tags=69%, list=50%, signal=37%","GEN1/CENPE/REEP3/ZMPSTE24/CCNE2/BRCA2/DBF4/KIF20B/BRCC3/NABP1/MZT1/MBTPS2/MTBP/NBN/KIF18A/ATAD5/CDK6/SMARCE1/CDK1/DNA2/TTK/SASS6/PKIA/USP37/RIOK2/PLRG1/DLGAP5/ECT2/CCNH/CKAP2/KNL1/STAG2/MASTL/NUF2/PPP6C/MIS12/ANAPC4/CDC73/CENPC/CHMP2B/PHIP/RAD17/CEP97/SMC5/NDC80/RRM2B/EIF4E/RRM2/SMC2/MITD1/ABRAXAS1/BCAT1/ARPP19/KIF14/MRE11/USP44/EXOC5/SMC3/MCPH1/CDKN3/CEP192/CENPI/MDM2/UBXN2B/LATS1/NPAT/STAG1/ZW10/CDC7/NIPBL/PKD2/CENPF/CUL2/SMC4/STIL/CDC27/CHAMP1/TOPBP1/CHEK1/INTS13/BUB1B/ANXA1/PIAS1/PPP2CA/RDX/KIF11/EML4/RB1/CLSPN/CUL5/CDC42/ZWILCH/BARD1/RAB11A/MAP3K20/NUSAP1/VRK1/MELK/TAOK1/ITGB1/BLM/ROCK2/APPL1/USP47/ZNF207/KIF4A/CCNA2/ZNF655/NCAPG/ANLN/RBBP8/RPS6KB1/PHF10/BROX/KIF23/CLASP2/SMARCA5/ACTL6A/WAPL/NCAPH/BACH1/EZH2/BUB1/ATF2/CEP55/CDC6/ADAM17/TACC1/RRM1/DLG1/MAPRE1/BRD7/VPS4B/ATM/ROCK1/DDX3X/TPR/NAA50/NAE1/UBE2A/CACUL1/SETD2/RBL2/BRCA1/PTEN/DTL/PBRM1/RAD21/TMOD3/ZFYVE26/KPNB1"
"GO:0038023","MF","GO:0038023","signaling receptor activity",80,-0.396659690019399,-2.55637031931499,3.5292081850054e-06,0.00100667134269094,0.000950434339001874,890,"tags=55%, list=29%, signal=40%","FZD1/RRBP1/ZNF219/RARA/PTPRU/PLXNA1/LPAR5/ADGRB2/ITGB2/PTPRN2/PLXND1/PKD1/NOTCH3/PLXNB1/ABCA7/NLGN2/ADGRA2/MRC2/LRP5/NOTCH1/GPR157/RTN4R/GUCY2D/NR1H2/CD72/FZD5/LRP1/NECTIN1/RTN4RL1/SPHK1/FZD2/LTBP4/RGMA/RTN4RL2/PTPRF/CD7/SLC22A17/GRID1/FGFR3/TGFBR3L/PLXNB3/ADGRG1/GPR146/NECTIN2"
"GO:0060089","MF","GO:0060089","molecular transducer activity",80,-0.396659690019399,-2.55637031931499,3.5292081850054e-06,0.00100667134269094,0.000950434339001874,890,"tags=55%, list=29%, signal=40%","FZD1/RRBP1/ZNF219/RARA/PTPRU/PLXNA1/LPAR5/ADGRB2/ITGB2/PTPRN2/PLXND1/PKD1/NOTCH3/PLXNB1/ABCA7/NLGN2/ADGRA2/MRC2/LRP5/NOTCH1/GPR157/RTN4R/GUCY2D/NR1H2/CD72/FZD5/LRP1/NECTIN1/RTN4RL1/SPHK1/FZD2/LTBP4/RGMA/RTN4RL2/PTPRF/CD7/SLC22A17/GRID1/FGFR3/TGFBR3L/PLXNB3/ADGRG1/GPR146/NECTIN2"
"GO:0030545","MF","GO:0030545","signaling receptor regulator activity",26,-0.588463896104706,-2.6710374701574,4.64426339812964e-06,0.00127377854969471,0.00120261978519989,392,"tags=54%, list=13%, signal=47%","LY6E/AMH/MDK/CD320/CLEC11A/MIF/ERFE/WNT10B/METRN/ADM/WNT8B/STC1/SEMA3B/IL32"
"GO:0000775","CC","GO:0000775","chromosome, centromeric region",86,0.337661787208844,2.51627233380741,6.61680509864692e-06,0.00172074502732376,0.00162461678730565,1516,"tags=79%, list=49%, signal=41%","GPATCH11/CENPE/MIS18BP1/MTBP/KIF18A/SMARCE1/TTK/SGO2/KNL1/STAG2/NUF2/MIS12/SKA1/CENPC/CHMP2B/SMC5/NDC80/ORC2/UHRF2/SUGT1/HELLS/SMC3/ESCO2/PHF6/ATRX/TOP2A/CENPI/STAG1/DSCC1/PDS5B/ZW10/SUV39H2/SMC6/ERCC6L/CENPF/SMC4/CHAMP1/BUB1B/PPP2CA/SKA2/CENPU/PPP1CC/ZWILCH/SGO1/SKA3/XPO1/CBX3/ZNF207/NCAPG/BAZ1A/PHF10/CLASP2/SMARCA5/ACTL6A/WAPL/EZH2/BUB1/AHCTF1/PPP1R12A/DYNC1LI2/PPP2R5C/BRD7/TPR/CBX5/NUP107/PDS5A/PBRM1/RAD21"
"GO:1901987","BP","GO:1901987","regulation of cell cycle phase transition",126,0.287073575498065,2.33635966717908,6.75653635746254e-06,0.00172074502732376,0.00162461678730565,1561,"tags=75%, list=51%, signal=39%","GEN1/CENPE/BRCA2/DBF4/BRCC3/STXBP4/NABP1/MBTPS2/MTBP/NBN/ATAD5/CDK6/SMARCE1/CDK1/DNA2/TTK/SASS6/PKIA/RIOK2/PLRG1/DLGAP5/CCNH/KNL1/NUF2/ANAPC4/CDC73/BRIP1/RAD17/THOC1/NDC80/RRM2B/RRM2/ABRAXAS1/TIPRL/CDC5L/KIF14/MRE11/USP44/UFL1/MDM2/ZW10/CDC7/PKD2/CENPF/WDR76/STIL/TOPBP1/CHEK1/BUB1B/ANXA1/PPP2CA/RDX/RB1/CLSPN/ZWILCH/BARD1/RAB11A/MAP3K20/TAOK1/BLM/NPM1/APPL1/USP47/ZNF207/ATR/ZNF655/ANLN/RBBP8/PHF10/ACTL6A/EZH2/BUB1/ATF2/FEM1B/CDC6/ADAM17/RRM1/PTPN11/DLG1/BRD7/VPS4B/ATM/DDX3X/TPR/NAE1/RBL2/BRCA1/PTEN/DTL/PBRM1/RAD21/TMOD3/SLFN11/DDX39B/KNTC1"
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent",8,-0.831637978732066,-2.42178606286799,8.66552436728401e-06,0.00208396178353203,0.00196754268870105,259,"tags=75%, list=8%, signal=69%","FBLN2/LTBP4/TNXB/COL16A1/HSPG2/COL6A2"
"GO:0016071","BP","GO:0016071","mRNA metabolic process",188,0.245143288619869,2.17583480878862,8.76719303126641e-06,0.00208396178353203,0.00196754268870105,1449,"tags=66%, list=47%, signal=37%","RBM27/TAF13/PPIL3/ZNF326/PUS7L/CWC22/PPP4R2/LARP7/METTL4/PTBP3/SREK1/TRMT10C/PLRG1/LSM5/CBLL1/SNRPB2/CDC73/SYNCRIP/RBM25/THOC1/FRA10AC1/PRPF40A/RBMXL1/TENT2/CDC40/SCAF11/CNOT6/DHX36/DDX20/ZRANB2/CDC5L/SNRNP48/PPWD1/TIA1/AGO3/TRUB1/UPF3B/SREK1IP1/PTBP2/RBM26/BAG4/IREB2/CNOT7/NCBP2/UPF2/CSTF3/SSB/RC3H1/EIF3E/AQR/SRSF10/RBM3/PAXBP1/LSM8/XRN1/ETF1/PNPT1/SRSF11/RBM4/TUT4/GCFC2/THOC2/PRPF4B/HNRNPA3/PNN/SETX/HNRNPH1/DCP2/THOC7/QKI/RPRD1A/TGS1/HBS1L/DHX9/CREB1/BARD1/PRPF38B/LUC7L3/EXOSC9/CPSF2/CNOT6L/ZC3H13/CNOT2/NPM1/ROCK2/SLTM/PAPOLA/TARDBP/DIS3/MTREX/NUDT21/METTL14/CSTF2T/DDX1/PRPF38A/CEBPG/HNRNPD/MBNL3/XRN2/REST/SNRPD1/TRA2B/TSEN15/ZCCHC8/HNRNPR/SRSF3/NCBP1/HNRNPH3/ATF2/RBMX/HNRNPA2B1/YTHDC1/SLU7/MTPAP/DDX46/MED1/ATM/ROCK1/PNRC2/CPSF6/TRA2A/SRPK1/PRPF3/MLH1"
"GO:0030546","MF","GO:0030546","signaling receptor activator activity",24,-0.6009020151428,-2.65749722789238,9.51465626283941e-06,0.00212028168157212,0.00200183360056319,354,"tags=54%, list=11%, signal=48%","AMH/MDK/CD320/CLEC11A/MIF/ERFE/WNT10B/METRN/ADM/WNT8B/STC1/SEMA3B/IL32"
"GO:0048018","MF","GO:0048018","receptor ligand activity",24,-0.6009020151428,-2.65749722789238,9.51465626283941e-06,0.00212028168157212,0.00200183360056319,354,"tags=54%, list=11%, signal=48%","AMH/MDK/CD320/CLEC11A/MIF/ERFE/WNT10B/METRN/ADM/WNT8B/STC1/SEMA3B/IL32"
"GO:1903046","BP","GO:1903046","meiotic cell cycle process",41,0.440835636609926,2.56868169942218,1.2985908904201e-05,0.00256802978267067,0.00242456856127975,711,"tags=54%, list=23%, signal=42%","CCNE2/BRCA2/C14orf39/KIF18A/TTK/UBE2B/SYCP2/FANCM/MASTL/NUF2/ORC4/BRIP1/CENPC/ASPM/NDC80/SMC2/RAD51AP1/NDC1/MRE11/ATRX/TOP2A/ACTR2"
"GO:0000724","BP","GO:0000724","double-strand break repair via homologous recombination",51,0.401217826621737,2.4859158281573,1.21719106934209e-05,0.00256802978267067,0.00242456856127975,940,"tags=59%, list=30%, signal=42%","GEN1/BRCA2/NABP1/PPP4R2/NBN/RIF1/AUNIP/PARPBP/RNF138/YEATS4/ING3/FANCM/RECQL/EPC2/MBTD1/SLF1/SMC5/MMS22L/RAD51AP1/REV3L/SMCHD1/MRE11/ACTR2/NUCKS1/CDC7/SMC6/NIPBL/PSMD14/CHEK1/RMI1"
